Name,URL,YearStarted,YearEnded,Position,SquadHistory,IsActive
Sam Williamson,https://fbref.com/en/players/241ffd0f/Sam-Williamson,2007,2010,"DF,MF",Wrexham,No
Tom Williamson,https://fbref.com/en/players/d20f5b9d/Tom-Williamson,2001,2007,MF,Grays Athletic,No
Adam Willis,https://fbref.com/en/players/753f37d0/Adam-Willis,2002,2004,DF,"Swindon Town, Kidderminster Harriers",No
Alex Willis,https://fbref.com/en/players/06dc6bfc/Alex-Willis,2023,2024,FW,,No
George Willis,https://fbref.com/en/players/cdd2f242/George-Willis,2014,2025,GK,Alfreton Town,No
Jimmy Willis,https://fbref.com/en/players/194fa98f/Jimmy-Willis,1994,1995,DF,Leicester City,No
Joe Willis,https://fbref.com/en/players/8ca72efb/Joe-Willis,2019,2022,MF,,No
Jordan Willis,https://fbref.com/en/players/b1d4d4d8/Jordan-Willis,2011,2026,DF,"Northampton Town, Coventry City, Sunderland, Wycombe Wanderers",Yes
Liam Willis,https://fbref.com/en/players/17db1c8c/Liam-Willis,2011,2014,DF,Southport,No
Pharrell Willis,https://fbref.com/en/players/926492d5/Pharrell-Willis,2020,2025,MF,"Middlesbrough U21, Middlesbrough U23",Yes
Roger Willis,https://fbref.com/en/players/cc9bdb6e/Roger-Willis,2002,2003,"FW,MF","Watford, Birmingham City, Peterborough United",No
Scott Willis,https://fbref.com/en/players/8e97a2e2/Scott-Willis,2002,2004,MF,Lincoln City,No
Zachary Willis,https://fbref.com/en/players/0e5335ed/Zachary-Willis,2025,2026,DF,Birmingham City U21,Yes
Chris Willmott,https://fbref.com/en/players/a6900b24/Chris-Willmott,1999,2009,DF,"Oxford United, Northampton Town, Wimbledon, Luton Town",No
Robbie Willmott,https://fbref.com/en/players/d9dbb4a3/Robbie-Willmott,2007,2024,MF,"Newport County, Cambridge United, Luton Town, Exeter City, Walsall, Woking",Yes
Chris Willock,https://fbref.com/en/players/be0bd828/Chris-Willock,2015,2026,"FW,MF","Cardiff City, Queens Park Rangers, Arsenal U23, Huddersfield Town, West Bromwich Albion U23",Yes
Joe Willock,https://fbref.com/en/players/a3b03921/Joe-Willock,2016,2026,MF,"Newcastle United, Arsenal, Arsenal U23",Yes
Kurt Willoughby,https://fbref.com/en/players/da820371/Kurt-Willoughby,2019,2024,FW,"Fylde, Oldham Athletic, Ayr United",No
Keehan Willows,https://fbref.com/en/players/8d1baf38/Keehan-Willows,2021,2026,GK,"Nottingham Forest U21, Nottingham Forest",Yes
Kane Wills,https://fbref.com/en/players/28609bf3/Kane-Wills,2023,2025,MF,,No
Karl Wills,https://fbref.com/en/players/e4b2c6dc/Karl-Wills,2014,2015,GK,,No
Kevin Wills,https://fbref.com/en/players/2d3c9089/Kevin-Wills,2002,2004,MF,Torquay United,No
Ben Wilmot,https://fbref.com/en/players/2876eaa3/Ben-Wilmot,2016,2026,DF,"Stoke City, Watford, Swansea City, Stevenage, Udinese",Yes
Dennis Wilshaw,https://fbref.com/en/players/8923c05e/Dennis-Wilshaw,1954,,FW,,No
Jack Wilshere,https://fbref.com/en/players/9c318325/Jack-Wilshere,2008,2022,MF,"Arsenal, Bournemouth, England, West Ham United, AGF, Bolton Wanderers",No
Andrew Wilson,https://fbref.com/en/players/e4c73b5b/Andrew-Wilson,2020,2021,DF,,No
Ben Wilson,https://fbref.com/en/players/0118dd71/Ben-Wilson,2014,2026,"FW,GK","Coventry City, AFC Wimbledon, Rochdale, Oldham Athletic, Bradford City, Cardiff City",Yes
Brian Wilson,https://fbref.com/en/players/d00ba3d7/Brian-Wilson,2002,2019,"DF,MF","Colchester United, Cheltenham Town, Oldham Athletic, Bristol City, Barrow, Stoke City",No
Bruce Wilson,https://fbref.com/en/players/c67702fe/Bruce-Wilson,2015,2017,DF,,No
Callum Wilson,https://fbref.com/en/players/550af617/Callum-Wilson,2021,2025,DF,Sunderland U21,No
Callum Wilson,https://fbref.com/en/players/c596fcb0/Callum-Wilson,2010,2026,FW,"West Ham United, Bournemouth, Newcastle United, Coventry City, Kettering Town, England, Tamworth",Yes
Cameron Wilson,https://fbref.com/en/players/f4dafc7b/Cameron-Wilson,2021,2025,MF,Scunthorpe United,No
Charlie Wilson,https://fbref.com/en/players/5eed50cc/Charlie-Wilson,2023,2025,DF,Norwich City U21,Yes
Che Wilson,https://fbref.com/en/players/3b4ca3ce/Che-Wilson,2003,2008,DF,"Southend United, Norwich City, Rotherham United, Brentford",No
Clive Wilson,https://fbref.com/en/players/de2ad53e/Clive-Wilson,1992,1998,DF,"Queens Park Rangers, Tottenham Hotspur",No
David Wilson,https://fbref.com/en/players/bfa2a2bb/David-Wilson,2001,2002,MF,,No
Donovan Wilson,https://fbref.com/en/players/751670e3/Donovan-Wilson,2014,2025,FW,"Sutton United, Grimsby Town, Exeter City, Port Vale, Wolverhampton Wanderers U23, Macclesfield Town,",Yes
Ellie Wilson,https://fbref.com/en/players/b0ddf381/Ellie-Wilson,2017,2026,DF,"Melbourne City, Melbourne Victory, Bristol City",Yes
George Wilson,https://fbref.com/en/players/f36c94f3/George-Wilson,2017,2025,MF,Altrincham,Yes
Georgia Wilson,https://fbref.com/en/players/177a82f4/Georgia-Wilson,2019,2022,MF,"Aalborg BK, Bristol City",No
Glenn Wilson,https://fbref.com/en/players/cce4e1d3/Glenn-Wilson,2006,2015,DF,"Crawley Town, Salisbury City, Aldershot Town, Rushden & Diamonds, Gateshead, Kidderminster Harriers,",No
Jack Wilson,https://fbref.com/en/players/ab262463/Jack-Wilson,2014,2015,GK,,No
James Wilson,https://fbref.com/en/players/b0d786ee/James-Wilson,2013,2025,"FW,MF","Port Vale, Aberdeen, Salford City FC, Brighton & Hove Albion, Manchester United, Manchester United U",Yes
Jared Wilson,https://fbref.com/en/players/62466d1f/Jared-Wilson,2008,2009,DF,Chesterfield,No
Jay Wilson,https://fbref.com/en/players/522607b5/Jay-Wilson,2017,2018,FW,Middlesbrough U23,No
Joe Wilson,https://fbref.com/en/players/5ceb02d6/Joe-Wilson,2017,2024,DF,Oxford City FC,No
Josh Wilson,https://fbref.com/en/players/01e87a66/Josh-Wilson,2014,2019,MF,,No
Kaiden Wilson,https://fbref.com/en/players/a155966e/Kaiden-Wilson,2023,2026,DF,Chelsea U21,Yes
Kane Wilson,https://fbref.com/en/players/a3f1897f/Kane-Wilson,2016,2026,"DF,MF","Derby County, Milton Keynes Dons, Forest Green Rovers, Exeter City, Walsall, Tranmere Rovers, Bristo",Yes
Kelvin Wilson,https://fbref.com/en/players/5396e242/Kelvin-Wilson,2003,2017,DF,"Nottingham Forest, Notts County, Celtic, Preston North End, Rotherham United",No
Kyle Wilson,https://fbref.com/en/players/6399c2a4/Kyle-Wilson,2009,2010,FW,Macclesfield Town,No
Kyrell Wilson,https://fbref.com/en/players/aa7cbca1/Kyrell-Wilson,2023,2026,FW,"Falkirk, Yeovil Town",Yes
Laurence Wilson,https://fbref.com/en/players/d40e2bfe/Laurence-Wilson,2005,2016,"DF,MF","Morecambe, Chester City, Accrington Stanley, Mansfield Town, Rotherham United",No
Lawrie Wilson,https://fbref.com/en/players/1691ece0/Lawrie-Wilson,2007,2020,"DF,MF","Stevenage Borough, Charlton Athletic, Ebbsfleet United, Bolton Wanderers, Port Vale, Peterborough Un",No
Lewis Wilson,https://fbref.com/en/players/0f310c8f/Lewis-Wilson,2021,2022,DF,,No
Lewis Wilson,https://fbref.com/en/players/b0b889b3/Lewis-Wilson,2011,2013,FW,Northampton Town,No
Mark Wilson,https://fbref.com/en/players/2fd8ad28/Mark-Wilson,1998,2013,MF,"Doncaster Rovers, FC Dallas, Middlesbrough, Swansea City, Bristol City, Manchester United, Oxford Un",No
Marley Wilson,https://fbref.com/en/players/c3303e54/Marley-Wilson,2022,2026,FW,Leeds United U21,Yes
Mason Wilson,https://fbref.com/en/players/24c4fec5/Mason-Wilson,2021,2022,DF,,No
Max Wilson,https://fbref.com/en/players/6b188dec/Max-Wilson,2025,2026,FW,"Galway United, Preston North End",Yes
Olivia Wilson,https://fbref.com/en/players/785d569e/Olivia-Wilson,2017,2019,MF,,No
Phil Wilson,https://fbref.com/en/players/c1e80bdf/Phil-Wilson,2016,2017,GK,,No
Poppy Wilson,https://fbref.com/en/players/d3dd88b4/Poppy-Wilson,2017,2019,MF,Bristol City,No
Ray Wilson,https://fbref.com/en/players/148ee11b/Ray-Wilson,1962,1966,DF,England,No
Reece Wilson,https://fbref.com/en/players/8ff45d64/Reece-Wilson,2019,,FW,,No
Ruben Wilson,https://fbref.com/en/players/cc63dfa9/Ruben-Wilson,2019,2020,FW,,No
Ryan Wilson,https://fbref.com/en/players/441f3f5b/Ryan-Wilson,2014,2017,DF,,No
Scott Wilson,https://fbref.com/en/players/4dff19f6/Scott-Wilson,2016,2022,FW,"Macclesfield Town, Eastleigh, Dagenham & Redbridge, Oldham Athletic, Notts County",No
Scott Wilson,https://fbref.com/en/players/7128cd4b/Scott-Wilson,2020,2021,DF,Barrow,No
Sean Wilson,https://fbref.com/en/players/2b920690/Sean-Wilson,2020,2022,MF,,No
Steve Wilson,https://fbref.com/en/players/f4e062a1/Steve-Wilson,2002,2006,GK,"Hull City, Macclesfield Town, Tranmere Rovers",No
Stuart Wilson,https://fbref.com/en/players/52003774/Stuart-Wilson,1996,1999,MF,"Leicester City, Sheffield United",No
Tyree Wilson,https://fbref.com/en/players/f075a56c/Tyree-Wilson,2017,2025,MF,Derby County U23,Yes
Thomas Wilson-Brown,https://fbref.com/en/players/b495353c/Thomas-Wilson-Brown,2022,2026,DF,"Swindon Town, Leicester City U21",Yes
Josh Wilson-Esbrand,https://fbref.com/en/players/c19a2df1/Josh-Wilson-Esbrand,2019,2026,DF,"Radomiak Radom, Manchester City U23, Coventry City, Reims, Cardiff City, Manchester City U21, Stoke",Yes
Kyran Wiltshire,https://fbref.com/en/players/7eb071bb/Kyran-Wiltshire,2015,2026,MF,"Hemel Hempstead Town FC, Oxford City FC",Yes
George Wind,https://fbref.com/en/players/b2cb71e5/George-Wind,2024,2026,DF,Southend United,Yes
Dean Windass,https://fbref.com/en/players/5d318f2d/Dean-Windass,1996,2010,"FW,MF","Bradford City, Hull City, Middlesbrough, Sheffield United, Oldham Athletic, Darlington, Aberdeen",No
Jordan Windass,https://fbref.com/en/players/5a3825a4/Jordan-Windass,2022,2023,DF,,No
Josh Windass,https://fbref.com/en/players/dc092f62/Josh-Windass,2013,2026,"FW,MF","Wrexham, Sheffield Wednesday, Accrington Stanley, Wigan Athletic, Rangers",Yes
Owen Windsor,https://fbref.com/en/players/0f871492/Owen-Windsor,2020,2022,FW,"West Bromwich Albion U23, Grimsby Town, Carlisle United",Yes
Charlie Winfield,https://fbref.com/en/players/d5395570/Charlie-Winfield,2023,2024,DF,,No
Dave Winfield,https://fbref.com/en/players/21a862ed/Dave-Winfield,2006,2023,"DF,MF","Wycombe Wanderers, Aldershot Town, York City, Ebbsfleet United, Shrewsbury Town, Bromley, AFC Wimble",No
Lewis Wing,https://fbref.com/en/players/c2cba4c3/Lewis-Wing,2017,2026,MF,"Reading, Middlesbrough, Wycombe Wanderers, Yeovil Town, Sheffield Wednesday, Rotherham United, Middl",Yes
Thomas Winkle,https://fbref.com/en/players/4c76be75/Thomas-Winkle,2014,2015,DF,,No
Harry Winks,https://fbref.com/en/players/2f7acede/Harry-Winks,2014,2026,MF,"Leicester City, Tottenham Hotspur, Sampdoria, England",Yes
Ashley Winn,https://fbref.com/en/players/78b7018d/Ashley-Winn,2004,2011,MF,"Barrow, Southport, Gateshead",No
Peter Winn,https://fbref.com/en/players/b1a56cd6/Peter-Winn,2007,2015,"FW,MF","Macclesfield Town, Stevenage, Gateshead, Chester, Cambridge United, Grimsby Town, Northwich Victoria",No
Sam Winnall,https://fbref.com/en/players/878c2d27/Sam-Winnall,2010,2023,FW,"Barnsley, Oxford United, Scunthorpe United, Sheffield Wednesday, Burton Albion, Derby County, Herefo",No
Dean Winnard,https://fbref.com/en/players/caefde88/Dean-Winnard,2009,2019,DF,"Accrington Stanley, Morecambe, Southport",No
Jack Wint,https://fbref.com/en/players/5891189d/Jack-Wint,2023,2026,GK,Manchester City U21,Yes
Ben Winterbottom,https://fbref.com/en/players/ad6fb9eb/Ben-Winterbottom,2018,2026,GK,"Barrow, Fylde, Liverpool U23",Yes
Ben Winterburn,https://fbref.com/en/players/ba31eee2/Ben-Winterburn,2024,2026,MF,"Bournemouth, Barnet",Yes
Nigel Winterburn,https://fbref.com/en/players/0672e24e/Nigel-Winterburn,1991,2003,DF,"Arsenal, West Ham United",No
Tom Winters,https://fbref.com/en/players/df2f1b0a/Tom-Winters,2015,2016,MF,,No
Ryan Wintle,https://fbref.com/en/players/fb0fb628/Ryan-Wintle,2015,2026,MF,"Cardiff City, Crewe Alexandra, Millwall, Blackpool",Yes
Ryan Winwood,https://fbref.com/en/players/c631a32f/Ryan-Winwood,2019,2020,MF,,No
Andre Wisdom,https://fbref.com/en/players/ab6a3628/Andre-Wisdom,2012,2024,DF,"Derby County, West Bromwich Albion, Red Bull Salzburg, Liverpool, Norwich City, Derry City",No
Danny Wisdom,https://fbref.com/en/players/e82e21c4/Danny-Wisdom,2015,2016,MF,,No
Dennis Wise,https://fbref.com/en/players/e718c23d/Dennis-Wise,1992,2006,MF,"Chelsea, Millwall, Leicester City, Coventry City, England",No
Henry Wise,https://fbref.com/en/players/2c097674/Henry-Wise,2018,2022,MF,New York Red Bulls II,No
Stuart Wise,https://fbref.com/en/players/1fee9460/Stuart-Wise,2002,2004,"DF,FW",York City,No
Dan Wishart,https://fbref.com/en/players/dd77b3a8/Dan-Wishart,2009,2022,"DF,MF","Forest Green Rovers, Hayes & Yeading United, Sutton United, Maidstone United, Wealdstone FC, Alfreto",No
Josh Wisson,https://fbref.com/en/players/f7b1505d/Josh-Wisson,2023,2024,MF,,No
l. Witham,https://fbref.com/en/players/9d34645e/l-Witham,2022,,FW,,No
Peter Withe,https://fbref.com/en/players/1f3a4d09/Peter-Withe,1982,,FW,,No
Jack Withers,https://fbref.com/en/players/ecd945a8/Jack-Withers,2018,2019,DF,,No
Connor Witherspoon,https://fbref.com/en/players/5385bf80/Connor-Witherspoon,2014,2015,MF,,No
Tony Witter,https://fbref.com/en/players/e81b47f3/Tony-Witter,1993,1994,DF,Reading,No
Ian Woan,https://fbref.com/en/players/c70172f3/Ian-Woan,1992,2004,MF,"Nottingham Forest, Shrewsbury Town, Syracuse Salty Dogs, Swindon Town, Columbus Crew, Barnsley",No
Ben Wodskou,https://fbref.com/en/players/bce85734/Ben-Wodskou,2025,2026,FW,"Yeovil Town, Birmingham City U21",Yes
Matthew Wolfe,https://fbref.com/en/players/e48780c8/Matthew-Wolfe,2017,2025,MF,"Sligo Rovers, Barnsley, Notts County",Yes
Matthew Wolfenden,https://fbref.com/en/players/8342c5ce/Matthew-Wolfenden,2003,2016,FW,"Oldham Athletic, Wrexham",No
Nathan Wolland,https://fbref.com/en/players/02720c72/Nathan-Wolland,2017,2018,GK,,No
Rob Wolleaston,https://fbref.com/en/players/28182dc8/Rob-Wolleaston,1999,2010,MF,"Cambridge United, Rushden & Diamonds, Oxford United, Bradford City, Portsmouth",No
Max Woltman,https://fbref.com/en/players/0e5b695f/Max-Woltman,2020,2026,FW,"Macclesfield FC, Liverpool U23, Liverpool U21, Doncaster Rovers",Yes
Ryan Wombwell,https://fbref.com/en/players/324fb93b/Ryan-Wombwell,2020,2022,DF,Sunderland U23,No
Matt Wonnacott,https://fbref.com/en/players/85456110/Matt-Wonnacott,2021,2022,GK,,No
Ben Wood,https://fbref.com/en/players/d1d68f24/Ben-Wood,2014,2015,DF,,No
Bradley Wood,https://fbref.com/en/players/5c53becd/Bradley-Wood,2009,2017,DF,"Grimsby Town, Alfreton Town, Lincoln City",No
Chris Wood,https://fbref.com/en/players/ef9c86f5/Chris-Wood,2004,2008,DF,Mansfield Town,No
Connor Wood,https://fbref.com/en/players/2f71153c/Connor-Wood,2016,2025,"DF,MF","Bradford City, Tranmere Rovers, Leicester City U23, Leyton Orient, Colchester United",Yes
Harrison Wood,https://fbref.com/en/players/f2cac685/Harrison-Wood,2020,2026,MF,"Blackburn Rovers U21, Blackburn Rovers U23",Yes
Harry Wood,https://fbref.com/en/players/972f40d1/Harry-Wood,2020,2026,"FW,MF","Shelbourne FC, Scunthorpe United, Grimsby Town, Hull City",Yes
Jack Wood,https://fbref.com/en/players/ae97f18e/Jack-Wood,2021,2025,MF,Southend United,Yes
Keaton Wood,https://fbref.com/en/players/5d7cf660/Keaton-Wood,2015,2018,DF,,No
Marcus Wood,https://fbref.com/en/players/58db9628/Marcus-Wood,2016,2019,MF,"Manchester City U23, Southport",No
Megan Wood,https://fbref.com/en/players/4dddc804/Megan-Wood,2018,2019,MF,,No
Nathan Wood,https://fbref.com/en/players/959c428a/Nathan-Wood,2017,2018,MF,,No
Neil Wood,https://fbref.com/en/players/4411d09e/Neil-Wood,2003,2007,MF,"Coventry City, Burnley, Blackpool, Oldham Athletic, Peterborough United",No
Nick Wood,https://fbref.com/en/players/f7fafe26/Nick-Wood,2010,2012,DF,Tranmere Rovers,No
Richard Wood,https://fbref.com/en/players/b6a8cf65/Richard-Wood,2002,2025,DF,"Rotherham United, Sheffield Wednesday, Coventry City, Doncaster Rovers, Charlton Athletic, Crawley T",Yes
Ryan Wood,https://fbref.com/en/players/3c1ae842/Ryan-Wood,2014,2015,DF,,No
Sam Wood,https://fbref.com/en/players/ca465bc9/Sam-Wood,2008,2022,"DF,MF","Wycombe Wanderers, Brentford, Bromley, Eastleigh, Rotherham United, Dover Athletic",No
Steve Wood,https://fbref.com/en/players/9878fa75/Steve-Wood,1992,1994,DF,Southampton,No
Tommy Wood,https://fbref.com/en/players/3525d7f4/Tommy-Wood,2018,2021,FW,AFC Wimbledon,No
Will Wood,https://fbref.com/en/players/f8e202ef/Will-Wood,2016,2020,DF,"Southampton U23, Havant & Water, Accrington Stanley, Dagenham & Redbridge",No
Nathan Wood-Gordon,https://fbref.com/en/players/4ccf2d5b/Nathan-Wood-Gordon,2017,2026,DF,"Southampton, Swansea City, Middlesbrough U23, Middlesbrough, Crewe Alexandra",Yes
Danny Woodards,https://fbref.com/en/players/4d8145db/Danny-Woodards,2006,2021,"DF,MF","Boreham Wood, Crewe Alexandra, Bristol Rovers, Milton Keynes Dons, Exeter City, Tranmere Rovers",No
Callum Woodcock,https://fbref.com/en/players/3ba7c104/Callum-Woodcock,2015,2016,FW,,No
Robson Woodcock,https://fbref.com/en/players/458ab81f/Robson-Woodcock,2025,2026,DF,Barnsley,Yes
Tony Woodcock,https://fbref.com/en/players/74ee448e/Tony-Woodcock,1982,,FW,,No
Dan Wooden,https://fbref.com/en/players/95d96604/Dan-Wooden,2014,2015,MF,,No
Ryan Woodford,https://fbref.com/en/players/2c979c3f/Ryan-Woodford,2014,2019,DF,Havant & Water,No
Simon Woodford,https://fbref.com/en/players/2949ab30/Simon-Woodford,2016,2017,DF,,No
Jonathan Woodgate,https://fbref.com/en/players/9482a3bd/Jonathan-Woodgate,1998,2016,DF,"Leeds United, Middlesbrough, Tottenham Hotspur, Newcastle United, Stoke City, Real Madrid",No
Curtis Woodhouse,https://fbref.com/en/players/e6bf398d/Curtis-Woodhouse,2001,2009,MF,"Sheffield United, Rushden & Diamonds, Peterborough United, Birmingham City, Hull City, Grimsby Town,",No
Luca Woodhouse,https://fbref.com/en/players/7d3b91e0/Luca-Woodhouse,2022,2026,DF,"Exeter City, Aldershot Town, Dagenham & Redbridge",Yes
McCartney Woodhouse,https://fbref.com/en/players/3fb43ad3/McCartney-Woodhouse,2024,2025,DF,,Yes
Joe Woodiwiss,https://fbref.com/en/players/7143ee6c/Joe-Woodiwiss,2019,2022,DF,,Yes
Matt Woodley,https://fbref.com/en/players/32598329/Matt-Woodley,2015,2016,DF,,No
Andy Woodman,https://fbref.com/en/players/66e67409/Andy-Woodman,2002,2006,GK,"Oxford United, Brentford, Rushden & Diamonds",No
Craig Woodman,https://fbref.com/en/players/1717956c/Craig-Woodman,2002,2020,DF,"Exeter City, Wycombe Wanderers, Bristol City, Brentford, Torquay United, Mansfield Town",No
Deonysus Woodman,https://fbref.com/en/players/16cf322d/Deonysus-Woodman,2023,2026,DF,"Wealdstone FC, Southend United",Yes
Freddie Woodman,https://fbref.com/en/players/19e50035/Freddie-Woodman,2014,2026,GK,"Liverpool, Preston North End, Swansea City, Newcastle United U23, Kilmarnock, Crawley Town, Newcastl",Yes
Cauley Woodrow,https://fbref.com/en/players/d3085b49/Cauley-Woodrow,2013,2026,"FW,MF","Luton Town, Wycombe Wanderers, Barnsley, Fulham, Southend United, Bristol City, Burton Albion, Black",Yes
Archie Woods,https://fbref.com/en/players/6d6e8331/Archie-Woods,2020,2024,MF,West Ham United U21,Yes
Ben Woods,https://fbref.com/en/players/fa6d6276/Ben-Woods,2020,2026,MF,"Accrington Stanley, Peterborough United, Burnley U23, Inverness CT",Yes
Calum Woods,https://fbref.com/en/players/02f0f728/Calum-Woods,2006,2020,DF,"Dunfermline Athletic, Preston North End, Huddersfield Town, Tranmere Rovers, Bradford City",No
Charlie Woods,https://fbref.com/en/players/011f069d/Charlie-Woods,2020,2022,GK,,No
Chris Woods,https://fbref.com/en/players/6148af60/Chris-Woods,1986,1997,GK,"Sheffield Wednesday, Colorado Rapids, Burnley, Reading, Rangers, Southampton",No
